Ensembl Gene ID	Ensembl Protein Family ID(s)
ENSG00000166263	ENSFM00250000006981
ENSG00000174109	ENSFM00560000772351
ENSG00000160613	ENSFM00250000000295
ENSG00000073150	ENSFM00250000007933
ENSG00000197599	ENSFM00250000019841
ENSG00000186834	ENSFM00500000274335
ENSG00000168517	ENSFM00500000273607
ENSG00000184922	ENSFM00350000105407
ENSG00000140274	ENSFM00250000004470
ENSG00000196396	ENSFM00270000056472
ENSG00000182747	ENSFM00250000007897
ENSG00000016402	ENSFM00500000272605
ENSG00000054282	ENSFM00250000002855
ENSG00000180525	ENSFM00550000744972
ENSG00000042062	ENSFM00250000001477
ENSG00000173898	ENSFM00510000502729
ENSG00000107036	ENSFM00250000002886
ENSG00000214117	ENSFM00550000760156
ENSG00000188883	ENSFM00440000237077
ENSG00000184361	ENSFM00500000275779
ENSG00000236279	ENSFM00500000286464
ENSG00000114867	ENSFM00250000000634
ENSG00000114573	ENSFM00250000002169
ENSG00000170638	ENSFM00250000005731
ENSG00000117020	ENSFM00520000517810
ENSG00000079112	ENSFM00520000517900
ENSG00000127377	ENSFM00570000852291
ENSG00000104738	ENSFM00550000743152
ENSG00000166226	ENSFM00500000270021
ENSG00000106615	ENSFM00500000271713
ENSG00000108924	ENSFM00250000001169
ENSG00000065717	ENSFM00250000000505
ENSG00000124171	ENSFM00250000002631
ENSG00000124243	ENSFM00500000273983
ENSG00000179456	ENSFM00500000271394
ENSG00000177889	ENSFM00500000270143
ENSG00000173728	ENSFM00500000275515
ENSG00000073169	ENSFM00500000271284
ENSG00000108960	ENSFM00250000003173
ENSG00000138757	ENSFM00250000002045
ENSG00000035687	ENSFM00250000002012
ENSG00000166292	ENSFM00600000921694
ENSG00000123999	ENSFM00250000005642
ENSG00000120279	ENSFM00250000007328
ENSG00000146469	ENSFM00500000273694
ENSG00000141179	ENSFM00460000244975
ENSG00000128159	ENSFM00250000003852
ENSG00000138085	ENSFM00500000273299
ENSG00000144589	ENSFM00250000004028
ENSG00000179397	ENSFM00250000010879
ENSG00000198015	ENSFM00500000274330
ENSG00000157796	ENSFM00250000003366
ENSG00000120539	ENSFM00360000109988
ENSG00000101126	ENSFM00510000502802
ENSG00000164485	ENSFM00500000272546
ENSG00000106617	ENSFM00250000001075
ENSG00000121644	ENSFM00250000003257
ENSG00000000419	ENSFM00250000004763
ENSG00000147905	ENSFM00250000006161
ENSG00000064393	ENSFM00420000140522
ENSG00000203667	ENSFM00520000517962
ENSG00000153930	ENSFM00250000004204
ENSG00000027697	ENSFM00250000008673
ENSG00000085840	ENSFM00250000004131
ENSG00000153187	ENSFM00250000001411
ENSG00000107929	ENSFM00250000001427
ENSG00000100429	ENSFM00520000517823
ENSG00000183691	ENSFM00580000902211
ENSG00000073111	ENSFM00520000517843
ENSG00000157916	ENSFM00250000005251
ENSG00000214226	ENSFM00600000925020
ENSG00000059377	ENSFM00310000088994
ENSG00000104964	ENSFM00250000000505
ENSG00000153933	ENSFM00500000271316
ENSG00000103249	ENSFM00570000851181
ENSG00000088256	ENSFM00630001050547
ENSG00000183955	ENSFM00250000003039
ENSG00000121060	ENSFM00390000126422
ENSG00000203666	ENSFM00500000273662
ENSG00000060558	ENSFM00630001050547
ENSG00000125910	ENSFM00500000269715
ENSG00000125912	ENSFM00370000118641
ENSG00000140254	ENSFM00250000004470
ENSG00000167257	ENSFM00250000005433
ENSG00000143889	ENSFM00260000050504
ENSG00000137857	ENSFM00440000236872
ENSG00000134748	ENSFM00500000271506
ENSG00000162849	ENSFM00250000001309
ENSG00000103550	ENSFM00250000007030
ENSG00000102078	ENSFM00500000270162
ENSG00000121058	ENSFM00250000005162
ENSG00000121064	ENSFM00250000003389
ENSG00000157911	ENSFM00500000273210
ENSG00000185420	ENSFM00500000271430
ENSG00000124217	ENSFM00250000005511
ENSG00000134744	ENSFM00570000851501
ENSG00000026559	ENSFM00270000056440
ENSG00000205740	ENSFM00410000138838
ENSG00000107937	ENSFM00250000002570
ENSG00000150977	ENSFM00290000065622
ENSG00000184209	ENSFM00250000007492
ENSG00000101096	ENSFM00260000050482
ENSG00000173715	ENSFM00250000008382
ENSG00000054793	ENSFM00440000236881
ENSG00000162851	ENSFM00250000007288
ENSG00000174628	ENSFM00250000008289
ENSG00000112029	ENSFM00250000009033
ENSG00000188026	ENSFM00500000272228
ENSG00000162852	ENSFM00250000005660
ENSG00000164949	ENSFM00260000050685
ENSG00000178075	ENSFM00500000270030
ENSG00000121057	ENSFM00250000003470
ENSG00000167191	ENSFM00600000921303
ENSG00000149527	ENSFM00570000851085
ENSG00000120833	ENSFM00500000271698
ENSG00000143653	ENSFM00250000003507
ENSG00000161082	ENSFM00600000921148
ENSG00000182185	ENSFM00430000230342
ENSG00000101115	ENSFM00600000921429
ENSG00000141905	ENSFM00250000000587
ENSG00000112031	ENSFM00250000003049
ENSG00000020256	ENSFM00390000126351
ENSG00000223519	ENSFM00500000283846
ENSG00000153207	ENSFM00250000003426
ENSG00000086598	ENSFM00500000270937
ENSG00000114923	ENSFM00440000236854
ENSG00000133895	ENSFM00250000003371
ENSG00000197275	ENSFM00500000269887
ENSG00000106648	ENSFM00250000000147
ENSG00000186318	ENSFM00250000001946
ENSG00000188130	ENSFM00460000244923
ENSG00000169372	ENSFM00500000273356
ENSG00000173653	ENSFM00500000273293
ENSG00000107897	ENSFM00500000271070
ENSG00000084774	ENSFM00570000850982
ENSG00000135747	ENSFM00250000000002
ENSG00000197472	ENSFM00620000999388
ENSG00000114631	ENSFM00250000007351
ENSG00000153944	ENSFM00500000270111
ENSG00000188295	ENSFM00250000000002
ENSG00000143891	ENSFM00500000270872
ENSG00000095932	ENSFM00500000394339
ENSG00000166329	ENSFM00250000011746
ENSG00000129932	ENSFM00640001103090
ENSG00000181610	ENSFM00500000272974
ENSG00000221953	ENSFM00250000042974
ENSG00000182463	ENSFM00250000001998
ENSG00000180891	ENSFM00250000005024
ENSG00000214272	ENSFM00570000851020
ENSG00000180269	ENSFM00250000004903
ENSG00000196418	ENSFM00250000000002
ENSG00000169347	ENSFM00500000270181
ENSG00000105325	ENSFM00250000001085
ENSG00000227164	ENSFM00550000755852
ENSG00000136040	ENSFM00570000851436
ENSG00000171940	ENSFM00500000271971
ENSG00000177468	ENSFM00600000921477
ENSG00000118503	ENSFM00260000051151
ENSG00000162714	ENSFM00500000272142
ENSG00000185386	ENSFM00460000244923
ENSG00000136451	ENSFM00600000921419
ENSG00000136450	ENSFM00500000270282
ENSG00000121083	ENSFM00500000273817
ENSG00000141194	ENSFM00400000131757
ENSG00000162711	ENSFM00570000851015
ENSG00000255713	ENSFM00400000131757
ENSG00000121053	ENSFM00250000000348
ENSG00000091844	ENSFM00480000262761
ENSG00000011143	ENSFM00250000006642
ENSG00000111364	ENSFM00540000717951
ENSG00000137106	ENSFM00500000270235
ENSG00000114626	ENSFM00250000005923
ENSG00000198812	ENSFM00360000110029
ENSG00000064787	ENSFM00250000007762
ENSG00000127325	ENSFM00250000000736
ENSG00000177535	ENSFM00430000230074
ENSG00000161091	ENSFM00250000004876
ENSG00000169224	ENSFM00600000923042
ENSG00000157881	ENSFM00500000270325
ENSG00000183397	ENSFM00250000010010
ENSG00000064961	ENSFM00500000270426
ENSG00000171219	ENSFM00540000717914
ENSG00000196576	ENSFM00250000000241
ENSG00000138768	ENSFM00500000270803
ENSG00000213121	ENSFM00500000269702
ENSG00000196242	ENSFM00430000230074
ENSG00000177489	ENSFM00430000230074
ENSG00000173599	ENSFM00570000851055
ENSG00000177476	ENSFM00430000230074
ENSG00000197437	ENSFM00350000105427
ENSG00000169214	ENSFM00250000000317
ENSG00000241128	ENSFM00540000717907
ENSG00000153230	ENSFM00540000717907
ENSG00000221888	ENSFM00320000100072
ENSG00000112378	ENSFM00250000006968
ENSG00000114988	ENSFM00260000050644
ENSG00000196772	ENSFM00540000717907
ENSG00000184307	ENSFM00250000006295
ENSG00000197591	ENSFM00480000262756
ENSG00000162722	ENSFM00500000269629
ENSG00000238243	ENSFM00430000230074
ENSG00000140481	ENSFM00250000005937
ENSG00000177462	ENSFM00260000050345
ENSG00000177275	ENSFM00260000050345
ENSG00000167419	ENSFM00250000000348
ENSG00000196071	ENSFM00260000050345
ENSG00000127328	ENSFM00250000001842
ENSG00000196936	ENSFM00260000050345
ENSG00000187080	ENSFM00260000050345
ENSG00000197454	ENSFM00260000050345
ENSG00000203663	ENSFM00260000050345
ENSG00000112038	ENSFM00500000269674
ENSG00000198128	ENSFM00260000050345
ENSG00000162727	ENSFM00260000050345
ENSG00000198601	ENSFM00260000050345
ENSG00000228198	ENSFM00260000050345
ENSG00000171180	ENSFM00260000050345
ENSG00000177212	ENSFM00260000050345
ENSG00000177201	ENSFM00260000050345
ENSG00000116157	ENSFM00500000270692
ENSG00000177186	ENSFM00260000050345
ENSG00000177174	ENSFM00540000717907
ENSG00000196944	ENSFM00260000050345
ENSG00000198104	ENSFM00260000050345
ENSG00000182183	ENSFM00500000277078
ENSG00000140459	ENSFM00500000269868
ENSG00000175143	ENSFM00260000050345
ENSG00000196240	ENSFM00260000050345
ENSG00000196539	ENSFM00260000050345
ENSG00000203661	ENSFM00260000050345
ENSG00000005381	ENSFM00250000000348
ENSG00000188558	ENSFM00430000230074
ENSG00000182783	ENSFM00260000050345
ENSG00000111361	ENSFM00250000003537
ENSG00000183310	ENSFM00260000050345
ENSG00000184022	ENSFM00260000050345
ENSG00000162377	ENSFM00250000006626
ENSG00000162378	ENSFM00460000244950
ENSG00000019186	ENSFM00500000269772
ENSG00000197921	ENSFM00500000274371
ENSG00000111358	ENSFM00500000271689
ENSG00000178234	ENSFM00250000000147
ENSG00000005379	ENSFM00570000851560
ENSG00000059378	ENSFM00500000271369
ENSG00000101132	ENSFM00500000273754
ENSG00000185650	ENSFM00500000272407
ENSG00000101134	ENSFM00250000003571
ENSG00000164944	ENSFM00250000003515
ENSG00000116106	ENSFM00250000000121
ENSG00000115875	ENSFM00500000270838
ENSG00000112379	ENSFM00570000851482
ENSG00000054803	ENSFM00250000002369
ENSG00000124089	ENSFM00540000717918
ENSG00000124098	ENSFM00500000274126
ENSG00000157873	ENSFM00500000273681
ENSG00000087586	ENSFM00260000050511
ENSG00000110047	ENSFM00250000000766
ENSG00000179855	ENSFM00250000002325
ENSG00000258365	ENSFM00630001072257
ENSG00000006638	ENSFM00500000272120
ENSG00000203995	ENSFM00460000244950
ENSG00000173588	ENSFM00250000006960
ENSG00000110274	ENSFM00250000004234
ENSG00000115194	ENSFM00250000001206
ENSG00000105298	ENSFM00600000921319
ENSG00000169344	ENSFM00500000270181
ENSG00000121310	ENSFM00500000270222
ENSG00000163617	ENSFM00250000005376
ENSG00000205593	ENSFM00250000002284
ENSG00000156194	ENSFM00500000270165
ENSG00000055609	ENSFM00250000001119
ENSG00000100239	ENSFM00250000001098
ENSG00000006459	ENSFM00500000269924
ENSG00000182077	ENSFM00500000270772
ENSG00000099246	ENSFM00500000270602
ENSG00000226800	ENSFM00500000363391
ENSG00000158158	ENSFM00250000000938
ENSG00000213246	ENSFM00500000274314
ENSG00000186111	ENSFM00600000921140
ENSG00000163793	ENSFM00500000275553
ENSG00000157870	ENSFM00250000007632
ENSG00000108375	ENSFM00250000006959
ENSG00000110046	ENSFM00250000001539
ENSG00000176160	ENSFM00250000009959
ENSG00000105289	ENSFM00250000000691
ENSG00000101138	ENSFM00250000004812
ENSG00000072110	ENSFM00440000236866
ENSG00000175182	ENSFM00500000273464
ENSG00000108389	ENSFM00610000952911
ENSG00000135903	ENSFM00360000109860
ENSG00000173621	ENSFM00260000050443
ENSG00000254440	ENSFM00500000376900
ENSG00000087589	ENSFM00500000271135
ENSG00000051620	ENSFM00500000273740
ENSG00000173237	ENSFM00560000774024
ENSG00000173227	ENSFM00500000272992
ENSG00000168778	ENSFM00250000007021
ENSG00000022277	ENSFM00250000004109
ENSG00000151576	ENSFM00250000005291
ENSG00000074416	ENSFM00250000006453
ENSG00000168763	ENSFM00250000000938
ENSG00000108387	ENSFM00600000921145
ENSG00000157800	ENSFM00600000921174
ENSG00000100241	ENSFM00250000000945
ENSG00000152147	ENSFM00250000009996
ENSG00000163126	ENSFM00600000921345
ENSG00000147262	ENSFM00350000105528
ENSG00000163214	ENSFM00260000050346
ENSG00000134597	ENSFM00500000271096
ENSG00000011132	ENSFM00250000001217
ENSG00000185344	ENSFM00250000000490
ENSG00000183617	ENSFM00500000276964
ENSG00000173976	ENSFM00500000275684
ENSG00000205838	ENSFM00250000008337
ENSG00000116171	ENSFM00250000003026
ENSG00000142606	ENSFM00250000000269
ENSG00000168795	ENSFM00250000009000
ENSG00000124091	ENSFM00250000000955
ENSG00000124103	ENSFM00250000008688
ENSG00000173156	ENSFM00540000718002
ENSG00000138100	ENSFM00250000001642
ENSG00000138744	ENSFM00500000271810
ENSG00000213714	ENSFM00250000008688
ENSG00000057704	ENSFM00250000001324
ENSG00000087510	ENSFM00250000001076
ENSG00000074706	ENSFM00500000272447
ENSG00000101144	ENSFM00440000236850
ENSG00000135540	ENSFM00400000131855
ENSG00000169340	ENSFM00520000517800
ENSG00000007264	ENSFM00500000270076
ENSG00000105278	ENSFM00250000000746
ENSG00000114859	ENSFM00250000000612
ENSG00000163794	ENSFM00600000924758
ENSG00000181013	ENSFM00250000010098
ENSG00000128165	ENSFM00470000252231
ENSG00000151577	ENSFM00500000269971
ENSG00000121101	ENSFM00250000005920
ENSG00000100253	ENSFM00250000005239
ENSG00000184752	ENSFM00500000272434
ENSG00000115204	ENSFM00500000272108
ENSG00000173120	ENSFM00600000921176
ENSG00000054796	ENSFM00250000004816
ENSG00000167654	ENSFM00250000001236
ENSG00000077009	ENSFM00250000003201
ENSG00000100258	ENSFM00250000004656
ENSG00000163081	ENSFM00250000020036
ENSG00000213337	ENSFM00500000275423
ENSG00000163082	ENSFM00600000921341
ENSG00000024862	ENSFM00500000272544
ENSG00000167657	ENSFM00500000269736
ENSG00000197653	ENSFM00540000717908
ENSG00000116120	ENSFM00250000004384
ENSG00000166268	ENSFM00250000002175
ENSG00000187715	ENSFM00400000132027
ENSG00000101146	ENSFM00500000270163
ENSG00000068971	ENSFM00250000000654
ENSG00000120798	ENSFM00260000050512
ENSG00000108384	ENSFM00250000006023
ENSG00000203734	ENSFM00500000274178
ENSG00000025770	ENSFM00250000004071
ENSG00000167658	ENSFM00250000000291
ENSG00000174255	ENSFM00570000852561
ENSG00000181847	ENSFM00250000010826
ENSG00000058262	ENSFM00250000001640
ENSG00000250699	ENSFM00610000971442
ENSG00000105229	ENSFM00250000000995
ENSG00000168758	ENSFM00480000262746
ENSG00000111596	ENSFM00250000002512
ENSG00000174348	ENSFM00570000851529
ENSG00000153721	ENSFM00500000270149
ENSG00000175175	ENSFM00260000050737
ENSG00000177103	ENSFM00570000851053
ENSG00000205147	ENSFM00250000020755
ENSG00000178951	ENSFM00500000273876
ENSG00000126934	ENSFM00500000269774
ENSG00000108395	ENSFM00250000004429
ENSG00000256222	ENSFM00620001020480
ENSG00000132819	ENSFM00250000001992
ENSG00000215912	ENSFM00250000008525
ENSG00000169717	ENSFM00250000000048
ENSG00000124092	ENSFM00350000105473
ENSG00000124003	ENSFM00250000001020
ENSG00000142611	ENSFM00570000851130
ENSG00000123983	ENSFM00500000269842
ENSG00000181722	ENSFM00500000272157
ENSG00000124253	ENSFM00250000000373
ENSG00000168754	ENSFM00500000275305
ENSG00000162383	ENSFM00250000000311
ENSG00000157184	ENSFM00500000270532
ENSG00000135597	ENSFM00250000003177
ENSG00000060566	ENSFM00500000272341
ENSG00000130489	ENSFM00500000270642
ENSG00000163882	ENSFM00500000272402
ENSG00000162384	ENSFM00500000272300
ENSG00000182628	ENSFM00500000277247
ENSG00000068489	ENSFM00250000008951
ENSG00000077463	ENSFM00500000271595
ENSG00000137731	ENSFM00500000294046
ENSG00000152049	ENSFM00250000008916
ENSG00000167447	ENSFM00250000004202
ENSG00000149735	ENSFM00250000009948
ENSG00000144199	ENSFM00500000271766
ENSG00000171951	ENSFM00250000004240
ENSG00000168070	ENSFM00250000010731
ENSG00000153982	ENSFM00250000003307
ENSG00000162385	ENSFM00250000005116
ENSG00000115207	ENSFM00250000006954
ENSG00000119242	ENSFM00250000009967
ENSG00000152056	ENSFM00500000269841
ENSG00000130762	ENSFM00250000000781
ENSG00000175155	ENSFM00500000270081
ENSG00000108406	ENSFM00260000050331
ENSG00000168062	ENSFM00500000275533
ENSG00000254844	ENSFM00610000971448
ENSG00000254528	ENSFM00610000968301
ENSG00000089847	ENSFM00500000272722
ENSG00000137726	ENSFM00500000286556
ENSG00000146955	ENSFM00500000270429
ENSG00000157193	ENSFM00500000269677
ENSG00000133606	ENSFM00250000001186
ENSG00000135976	ENSFM00570000851034
ENSG00000213465	ENSFM00500000271384
ENSG00000105246	ENSFM00500000275205
ENSG00000105248	ENSFM00500000272097
ENSG00000172020	ENSFM00250000005389
ENSG00000085449	ENSFM00250000002558
ENSG00000110025	ENSFM00500000272370
ENSG00000105251	ENSFM00580000902174
ENSG00000167664	ENSFM00500000281898
ENSG00000141367	ENSFM00250000001393
ENSG00000185565	ENSFM00290000065521
ENSG00000250091	ENSFM00580000910207
ENSG00000179195	ENSFM00250000000002
ENSG00000115211	ENSFM00250000004128
ENSG00000090534	ENSFM00250000007088
ENSG00000105255	ENSFM00250000002725
ENSG00000162591	ENSFM00250000000419
ENSG00000178078	ENSFM00500000274147
ENSG00000135900	ENSFM00250000006017
ENSG00000008382	ENSFM00250000005074
ENSG00000144847	ENSFM00500000272427
ENSG00000135919	ENSFM00600000921177
ENSG00000168061	ENSFM00500000274949
ENSG00000090539	ENSFM00250000002432
ENSG00000141985	ENSFM00250000000986
ENSG00000146966	ENSFM00250000001229
ENSG00000143006	ENSFM00500000275795
ENSG00000167670	ENSFM00250000006243
ENSG00000124019	ENSFM00250000004920
ENSG00000174332	ENSFM00600000921430
ENSG00000168060	ENSFM00250000000799
ENSG00000167671	ENSFM00250000005080
ENSG00000036257	ENSFM00510000502736
ENSG00000137747	ENSFM00500000269719
ENSG00000178882	ENSFM00600000921652
ENSG00000146386	ENSFM00500000281725
ENSG00000112406	ENSFM00260000051264
ENSG00000058804	ENSFM00250000005168
ENSG00000196498	ENSFM00250000001120
ENSG00000167674	ENSFM00500000273489
ENSG00000141378	ENSFM00500000273926
ENSG00000158109	ENSFM00250000004936
ENSG00000062716	ENSFM00250000003161
ENSG00000110324	ENSFM00250000009442
ENSG00000167676	ENSFM00250000008031
ENSG00000108423	ENSFM00260000050836
ENSG00000214456	ENSFM00250000001942
ENSG00000171236	ENSFM00400000131976
ENSG00000167680	ENSFM00270000056432
ENSG00000116213	ENSFM00250000006425
ENSG00000135940	ENSFM00500000272822
ENSG00000198230	ENSFM00600000926488
ENSG00000137648	ENSFM00500000269719
ENSG00000115073	ENSFM00640001103062
ENSG00000224153	ENSFM00550000749720
ENSG00000078900	ENSFM00250000000485
ENSG00000182580	ENSFM00250000000121
ENSG00000177383	ENSFM00500000269827
ENSG00000156931	ENSFM00500000270891
ENSG00000115085	ENSFM00260000050604
ENSG00000075568	ENSFM00390000126408
ENSG00000177098	ENSFM00500000274501
ENSG00000162592	ENSFM00250000008987
ENSG00000073060	ENSFM00500000269763
ENSG00000130764	ENSFM00250000006095
ENSG00000149575	ENSFM00250000008560
ENSG00000160593	ENSFM00250000008065
ENSG00000116198	ENSFM00250000003016
ENSG00000168658	ENSFM00570000851452
ENSG00000150991	ENSFM00500000269767
ENSG00000160588	ENSFM00460000244999
ENSG00000169598	ENSFM00250000004436
ENSG00000187068	ENSFM00250000008970
ENSG00000113790	ENSFM00640001103061
ENSG00000149573	ENSFM00500000273092
ENSG00000073803	ENSFM00500000270264
ENSG00000150990	ENSFM00440000236925
ENSG00000198851	ENSFM00250000004124
ENSG00000198912	ENSFM00250000008286
ENSG00000167286	ENSFM00500000273078
ENSG00000196581	ENSFM00250000009368
ENSG00000184992	ENSFM00250000006424
ENSG00000131697	ENSFM00250000003204
ENSG00000081760	ENSFM00250000002577
ENSG00000160654	ENSFM00500000272994
ENSG00000163900	ENSFM00500000271814
ENSG00000222000	ENSFM00520000559248
ENSG00000144191	ENSFM00250000000461
ENSG00000163898	ENSFM00570000851088
ENSG00000040933	ENSFM00250000001432
ENSG00000110344	ENSFM00600000921182
ENSG00000163904	ENSFM00540000717959
ENSG00000254873	ENSFM00610000971462
ENSG00000167283	ENSFM00500000283802
ENSG00000255384	ENSFM00250000020227
ENSG00000118058	ENSFM00600000921187
ENSG00000183513	ENSFM00570000856731
ENSG00000139364	ENSFM00250000000808
ENSG00000115446	ENSFM00500000271471
ENSG00000069424	ENSFM00250000001248
ENSG00000181234	ENSFM00250000000808
ENSG00000073792	ENSFM00250000001265
ENSG00000071073	ENSFM00500000270017
ENSG00000139370	ENSFM00250000003558
ENSG00000151948	ENSFM00570000851608
ENSG00000196872	ENSFM00250000019314
ENSG00000163915	ENSFM00500000288810
ENSG00000135951	ENSFM00250000002276
ENSG00000136527	ENSFM00600000921261
ENSG00000151952	ENSFM00250000000808
ENSG00000111432	ENSFM00250000000221
ENSG00000125207	ENSFM00250000001106
ENSG00000116254	ENSFM00540000717915
ENSG00000172425	ENSFM00500000273407
ENSG00000149582	ENSFM00250000005932
ENSG00000241962	ENSFM00500000273719
ENSG00000244405	ENSFM00260000050398
ENSG00000144182	ENSFM00500000271847
ENSG00000060709	ENSFM00570000851721
ENSG00000058866	ENSFM00510000502735
ENSG00000185414	ENSFM00500000273719
ENSG00000111450	ENSFM00250000000549
ENSG00000158411	ENSFM00250000004794
ENSG00000118096	ENSFM00250000005037
ENSG00000132341	ENSFM00250000002338
ENSG00000185674	ENSFM00500000273772
ENSG00000116251	ENSFM00600000921476
ENSG00000144214	ENSFM00500000274633
ENSG00000115514	ENSFM00500000271323
ENSG00000213139	ENSFM00260000050364
ENSG00000257040	ENSFM00250000047453
ENSG00000006059	ENSFM00440000236862
